"1=Loop running this hour, 0=Off"	"Net hourly loop load, including thermal losses and pump heat"	"Net hourly loop load, including thermal losses and pump heat"	Outside dry-bulb temp (F)	Rain flag (1 - rainfall)
1	142988	-386626	18	0
1	181222	-354144	20	0
1	194559	-345522	20	0
1	191371	-254940	22	0
1	190753	-246912	22	0
1	202114	-335557	23	0
1	215927	-333420	23	0
1	206432	-332652	23	0
1	174127	-273266	23	0
1	125963	-189079	22	0
1	89786.7	-140704	22	0
1	70395.1	-89587.7	20	0
1	62407.1	-87225.6	20	0
1	35580.2	-83083.4	20	0
1	19816.6	-143341	18	0
1	13612	-122654	18	0
1	11256.1	-113101	17	0
1	10270.8	-120145	15	0
1	9582.63	-205484	17	0
1	9072.22	-292509	15	0
1	8782.53	-301020	14	0
1	8824.4	-218065	14	0
1	11256	-185169	13	0
1	73139.9	-431915	15	0
1	164123	-413864	17	0
1	201536	-376278	20	0
1	215849	-338162	24	0
1	210065	-235281	26	0
1	211102	-223361	28	0
1	226890	-332939	27	0
1	240763	-324058	28	0
1	221449	-324558	28	0
1	191529	-250818	30	0
1	140631	-187036	28	0
1	102121	-148762	26	0
1	78491.8	-158250	24	0
1	69004.8	-171873	23	0
1	41813.8	-161698	24	0
1	23346.5	-181408	23	0
1	16107.9	-180836	22	0
1	13634.1	-168143	24	0
1	12547.8	-180013	26	0
1	11756.2	-196492	24	0
1	11085.4	-213947	23	0
1	10475.1	-237591	23	0
1	9921.97	-155452	27	0
1	13224.3	-123286	30	0
1	83479.8	-370101	31	0
1	176253	-382004	31	0
1	216102	-367320	32	0
1	230549	-336634	35	0
1	219222	-228878	36	0
1	222676	-216639	38	0
1	239204	-314330	38	0
1	254716	-292772	39	0
1	235820	-288032	38	0
1	200688	-237143	38	0
1	150421	-161767	38	0
1	110584	-113216	37	0
1	84425.6	-95360.3	37	0
1	74522.4	-93492.7	36	0
1	47414.5	-132201	38	0
1	25997.1	-154946	39	0
1	17330.4	-170394	40	0
1	14609.6	-152254	40	0
1	23989	-143919	44	0
1	7287.04	-142057	42	0
1	9236.65	-133406	41	0
1	19190.6	-124361	44	0
1	3670.75	-97606.7	41	0
1	9971.21	-81210.3	41	0
1	63610.7	-302540	39	0
1	92547	-308761	41	0
1	100002	-299855	43	0
1	103251	-284790	45	0
1	100981	-173006	47	0
1	101877	-166779	49	0
1	141023	-264173	51	0
1	124832	-252538	49	0
1	110755	-269585	47	0
1	103942	-218242	47	0
1	74339.6	-130022	46	0
1	22090.4	-74051.2	43	0
1	2076.64	-35784.3	41	0
1	2076.64	-44167.5	39	0
1	3578.66	-65039	38	0
1	4153.27	-83149.9	37	0
1	5228.39	-129127	32	0
1	5339.48	-108984	32	0
1	5174.23	-128927	30	0
1	5117.14	-143222	30	0
1	5085.17	-148367	31	0
1	5057.68	-158717	31	0
1	5035.72	-172639	30	0
1	5028.88	-144183	30	0
1	19406.8	-235655	30	0
1	20997.3	-171138	34	0
1	18514.4	-142836	38	0
1	22613.2	-124795	42	0
1	24319.4	-120434	45	0
1	20861.1	-117305	47	0
1	11066.1	-47299.8	48	0
1	0	-40784.6	45	0
1	0	-54686.4	41	0
1	3779.57	-146214	41	0
1	11661.8	-157920	42	0
1	14973.5	-158590	44	0
1	8163.52	-172053	45	0
1	4153.27	-187095	45	0
1	6810.84	-162373	46	0
1	9447.6	-163606	48	0
1	9443.27	-147409	50	0
1	4153.27	-152934	50	0
1	6798.3	-129960	51	0
1	0	-178071	48	0
1	0	-210079	45	0
1	0	-214010	43	0
1	0	-202351	41	0
1	0	-260300	40	0
1	6143.87	-281104	41	0
1	20815.5	-201101	44	0
1	19484	-158914	47	0
1	21617	-136822	51	0
1	13463.7	-126903	52	0
1	21586.8	-111620	56	0
1	8565.96	-40519.4	57	0
1	6798.27	-24656.3	58	0
1	2076.64	-26109.4	57	0
1	3584.89	-52160.1	57	0
1	0	-83464.5	54	0
1	0	-113554	50	0
1	0	-96743.5	49	0
1	0	-142985	44	0
1	0	-145258	42	0
1	0	-201492	44	0
1	0	-236140	43	0
1	0	-218237	42	0
1	0	-220092	41	0
1	0	-225403	41	0
1	2083.6	-237433	39	0
1	2664.96	-202597	38	0
1	4396.46	-131196	39	0
1	4251.83	-100670	38	0
1	18311.7	-393362	33	0
1	29234.4	-401623	32	0
1	35293.6	-366817	33	0
1	39370.7	-373936	31	0
1	39327.2	-263085	31	0
1	39808	-245006	32	0
1	44356.7	-348070	32	0
1	51890.1	-322171	33	0
1	57139.2	-337172	32	0
1	52528.7	-296957	32	0
1	34738.4	-223076	32	0
1	21118.1	-176130	31	0
1	7763.06	-198295	31	0
1	4153.27	-231340	31	0
1	4153.27	-279127	30	0
1	4153.27	-275751	30	0
1	4153.27	-303215	29	0
1	4153.27	-255763	29	0
1	4153.27	-315759	29	0
1	4153.27	-297431	28	0
1	4153.27	-291832	27	0
1	4153.27	-277005	27	0
1	4266.3	-186463	27	0
1	4400.07	-154074	27	0
1	26457.3	-407343	28	0
1	41947.3	-425934	28	0
1	48316.5	-388341	30	0
1	51966.5	-331739	34	0
1	51430.6	-229733	34	0
1	51753.9	-204913	37	0
1	56720.9	-303696	39	0
1	65026.8	-283026	40	0
1	77955.6	-270078	43	0
1	63017	-224415	42	0
1	43589.7	-143279	41	0
1	26654.6	-135546	34	0
1	9612.78	-76523.1	31	0
1	4153.27	-123378	30	0
1	4229.69	-159322	29	0
1	4257.93	-169623	31	0
1	4267.78	-173196	31	0
1	4277.16	-176823	31	0
1	4285.26	-184453	31	0
1	4293.29	-221297	32	0
1	4301.19	-278419	32	0
1	4308.35	-313822	31	0
1	4381.38	-163897	31	0
1	4537.34	-120942	32	0
1	32283.2	-360257	33	0
1	49401.3	-382089	35	0
1	55831.9	-351869	37	0
1	59684.3	-344265	39	0
1	61153.8	-227680	41	0
1	58225.6	-221084	41	0
1	65405.9	-323884	42	0
1	67645.7	-322109	41	0
1	77089.4	-303936	42	0
1	71844.5	-260406	43	0
1	48972	-181095	43	0
1	31393.9	-130891	43	0
1	12752.6	-73902.2	44	0
1	6798.3	-95989.7	45	0
1	6798.27	-96829.2	46	0
1	2094.35	-153265	45	0
1	3727	-159007	45	0
1	2113.09	-127178	44	0
1	2076.64	-78190.1	43	0
1	3167.65	-73549.3	43	0
1	2076.64	-84105.7	42	0
1	16878.9	-134117	47	0
1	0	-94935	45	0
1	3038.92	-61940.5	45	0
1	30462.4	-320276	43	0
1	52741.5	-345206	43	0
1	56312.2	-346879	42	0
1	67952	-329516	44	0
1	64106.2	-200645	45	0
1	56040.4	-209364	43	0
1	65541.8	-300185	43	0
1	70514	-291225	42	0
1	74928.5	-292274	41	0
1	69345.1	-241152	40	0
1	51373.5	-163451	40	0
1	16839.7	-99326	40	0
1	4925.45	-52230.4	39	0
1	4153.27	-50981.8	38	0
1	4153.27	-57592.7	38	0
1	4327.64	-110039	38	0
1	4401.3	-154101	37	0
1	4412.2	-181707	37	0
1	4417.86	-214042	35	0
1	4421.22	-257567	34	0
1	4423.06	-202137	31	0
1	4424.34	-159584	29	0
1	4451.97	-123461	28	0
1	4967.38	-105456	28	0
1	39803.8	-310609	31	0
1	57026.5	-343749	34	0
1	62724	-329946	35	0
1	66671.4	-300756	38	0
1	65757.6	-187739	40	0
1	70933.4	-191134	42	0
1	77716.3	-283016	45	0
1	91388.7	-267503	48	0
1	102808	-262341	49	0
1	86710	-203347	49	0
1	58394.8	-111707	49	0
1	8262.38	-58233.4	45	0
1	0	-26907.7	40	0
1	0	-40598.3	39	0
1	2083.6	-80106.7	35	0
1	2487.99	-100635	33	0
1	4522.84	-115899	31	0
1	4382.54	-122599	31	0
1	4301.71	-133332	31	0
1	4277.08	-127920	30	0
1	4262.2	-131018	29	0
1	4253.26	-134986	29	0
1	4250.41	-90115.2	29	0
1	4177.97	-147214	26	0
1	15209.2	-194288	32	0
1	16200.2	-144528	37	0
1	17011.4	-128770	41	0
1	26920.7	-115150	46	0
1	21165.3	-98395.8	49	0
1	18318.5	-94653.7	51	0
1	9053.45	-35271.3	52	0
1	9443.3	-21020	54	0
1	2076.64	-20770.5	53	0
1	0	-45038.8	50	0
1	0	-57673.4	47	0
1	0	-112729	40	0
1	0	-151963	36	0
1	0	-137738	34	0
1	0	-155749	34	0
1	0	-162542	34	0
1	0	-175669	33	0
1	2328.36	-170756	33	0
1	4153.21	-168215	32	0
1	4153.27	-156689	32	0
1	4153.27	-166329	31	0
1	4153.27	-158661	31	0
1	4189.87	-116984	29	0
1	4169.66	-89060.4	30	0
1	11231	-173830	35	0
1	14850.6	-142924	41	0
1	24274.2	-126839	46	0
1	18485.7	-114305	49	0
1	23919.9	-100480	54	0
1	18861.3	-91796.4	57	0
1	8538.14	-33023.8	58	0
1	6798.27	-17174.7	59	0
1	6798.3	-14978.9	60	0
1	4172.75	-16722.3	60	0
1	0	-33678.2	56	0
1	0	-52051.5	50	0
1	0	-50793.9	46	0
1	0	-50508.5	43	0
1	0	-61768.4	41	0
1	0	-84908.6	42	0
1	0	-68524.6	41	0
1	0	-71071.7	38	0
1	0	-70640.9	39	0
1	0	-88050.2	38	0
1	0	-57025.8	38	0
1	0	-81382.7	38	0
1	2095.44	-71178.6	38	0
1	3168.05	-49836.3	40	0
1	28094	-289006	42	0
1	44610.7	-317727	47	0
1	44706.9	-293311	48	0
1	61073.6	-275425	49	0
1	53840.2	-166993	50	0
1	35504	-175019	47	0
1	40760.4	-274406	45	0
1	53005.9	-279177	45	0
1	57267.8	-273208	45	0
1	50682.8	-229360	44	0
1	29057.9	-156841	41	0
1	8597.05	-114832	38	0
1	4153.27	-76581.5	37	0
1	4153.27	-123194	33	0
1	4193.84	-159213	32	0
1	4185.92	-155588	32	0
1	4178.06	-154527	32	0
1	4182.45	-157893	31	0
1	4191.19	-175291	29	0
1	4202.18	-166909	29	0
1	4213.64	-165474	28	0
1	4344.08	-108244	26	0
1	4213.05	-85043.9	25	0
1	4375.14	-89572.9	26	0
1	31225	-305365	29	0
1	45176.9	-328541	32	0
1	50475.4	-301715	35	0
1	54142.2	-293220	36	0
1	53631.9	-184336	38	0
1	53798.5	-180649	40	0
1	63264.7	-281327	42	0
1	73856.5	-268477	45	0
1	73654.4	-263248	46	0
1	69085.5	-207950	47	0
1	50614	-117876	48	0
1	8888.61	-59659.6	46	0
1	0	-28260	40	0
1	0	-36790.3	39	0
1	0	-58283.6	36	0
1	2083.6	-56673.2	35	0
1	2887.78	-70211.8	35	0
1	4153.27	-59285.2	35	0
1	4153.27	-65078.6	36	0
1	4273.52	-92288.9	36	0
1	4194.43	-79860.7	37	0
1	4293.42	-96524.1	36	0
1	4211.11	-76016.2	35	0
1	4156.69	-45498.2	37	0
1	35698	-273441	39	0
1	53240	-323623	40	0
1	64151.1	-315969	42	0
1	64653.8	-307693	43	0
1	52741.6	-210429	39	0
1	60068.3	-194466	39	0
1	64384.2	-293672	40	0
1	72028.1	-296487	38	0
1	76334	-308386	34	0
1	70900.7	-256616	34	0
1	50795	-189589	34	0
1	33475.2	-137603	33	0
1	10654.8	-109673	33	0
1	4212.4	-150890	33	0
1	4329.7	-172403	32	0
1	4364.69	-252545	31	0
1	4374.5	-264487	30	0
1	4381.08	-265237	29	0
1	4385.37	-253676	26	0
1	4388.38	-258978	26	0
1	4393.12	-323548	25	0
1	4398.19	-280935	24	0
1	4491.27	-183130	23	0
1	4901.78	-154704	21	0
1	36946.5	-365554	22	0
1	53928.2	-394807	23	0
1	58969.7	-381741	24	0
1	61892.8	-357906	27	0
1	60614.5	-242709	29	0
1	60414.8	-240980	30	0
1	64730.9	-335850	31	0
1	72238	-319707	31	0
1	76637.4	-291401	34	0
1	71417.9	-248130	34	0
1	51452.7	-165523	33	0
1	34374.8	-127384	32	0
1	10902.8	-82566.5	29	0
1	4211.25	-119641	28	0
1	4331.27	-158976	27	0
1	4369.35	-199063	27	0
1	4380.29	-244065	25	0
1	4388.42	-279129	24	0
1	4392.72	-282372	23	0
1	4459.39	-254076	21	0
1	4420.55	-266340	20	0
1	4403.59	-282281	19	0
1	4713.31	-193485	19	0
1	5036.42	-161031	19	0
1	38254.9	-391439	21	0
1	55122.5	-385722	24	0
1	59989.9	-374037	26	0
1	63178.5	-351466	28	0
1	61992.1	-237546	30	0
1	61672.3	-228921	32	0
1	66005.7	-321899	33	0
1	73527.2	-309631	33	0
1	78047.6	-303202	34	0
1	72279.6	-240359	35	0
1	52151.8	-158254	35	0
1	35084.4	-116262	34	0
1	11083.5	-75586	31	0
1	4554.21	-74188.8	29	0
1	4290.45	-64821.9	27	0
1	4153.27	-62058.3	26	0
1	4253.42	-105860	25	0
1	4212.18	-127790	25	0
1	4180.62	-108162	24	0
1	4170.35	-140755	25	0
1	4166.63	-155493	25	0
1	4164.09	-126638	24	0
1	4161.44	-125350	22	0
1	4161.63	-117074	23	0
1	14471.1	-227911	30	0
1	15181.9	-198012	33	0
1	13343.7	-146287	38	0
1	20591.6	-130557	43	0
1	17485.6	-128886	45	0
1	11813.4	-128230	45	0
1	8727.63	-45497.3	46	0
1	9443.3	-27717.7	48	0
1	4153.27	-25297.6	48	0
1	6798.27	-46072.6	49	0
1	0	-58589.6	47	0
1	0	-97059.5	43	0
1	0	-120179	38	0
1	0	-142429	35	0
1	0	-131898	34	0
1	2089.4	-103140	34	0
1	3145.89	-104384	33	0
1	4153.27	-116231	33	0
1	4258.46	-86882.5	33	0
1	4226.79	-84607.3	32	0
1	4166.13	-130996	34	0
1	4153.27	-147959	35	0
1	4153.27	-154195	35	0
1	4153.27	-172606	36	0
1	10806.1	-293515	37	0
1	11578.4	-238377	40	0
1	15854.6	-230603	42	0
1	18064.6	-213988	45	0
1	9814.46	-206034	45	0
1	9577.92	-195500	45	0
1	5522.34	-83724.3	45	0
1	0	-87163.6	42	0
1	0	-106374	41	0
1	7181.18	-239834	42	0
1	10246.5	-254736	43	0
1	7395.49	-253488	43	0
1	4965.95	-179571	43	0
1	6798.27	-148717	44	0
1	4153.27	-145326	44	0
1	0	-148166	42	0
1	3016.61	-149730	42	0
1	4153.21	-153254	42	0
1	4153.27	-148041	42	0
1	0	-145205	40	0
1	5661.58	-179406	41	0
1	6798.24	-209015	42	0
1	4153.27	-147189	42	0
1	6798.27	-113879	43	0
1	34791.4	-317267	46	0
1	71581	-315332	47	0
1	106186	-295696	48	0
1	123590	-277216	48	0
1	123177	-177400	49	0
1	124266	-167613	49	0
1	165187	-259023	50	0
1	182378	-243094	50	0
1	178936	-241911	50	0
1	150828	-191491	51	0
1	83409.2	-111095	50	0
1	45533	-60226.4	48	0
1	28515.9	-19522.7	45	0
1	24104.4	-26822.7	42	0
1	11594.8	-34492.5	42	0
1	0	-49377.8	39	0
1	3175.68	-53167.2	38	0
1	4153.21	-58923.2	38	0
1	4153.27	-84689.1	34	0
1	4153.27	-70553.9	35	0
1	7178.44	-90776.3	35	0
1	8006.45	-106046	35	0
1	5143.76	-86390.2	33	0
1	4162.26	-49397.7	34	0
1	53292.8	-247835	37	0
1	132235	-281592	39	0
1	179949	-270829	43	0
1	197384	-263921	45	0
1	206264	-154964	49	0
1	239807	-148077	54	0
1	308195	-238560	55	0
1	334010	-223678	56	0
1	334870	-222670	57	0
1	257225	-172138	57	0
1	175749	-93399.5	57	0
1	93490.8	-29719.8	53	0
1	56120.7	-6158.29	47	0
1	52220	-7090.2	43	0
1	31546.3	-17824.7	42	0
1	8670.38	-9793.17	41	0
1	2156.92	-37320.1	36	0
1	4153.27	-26311.7	35	0
1	4153.27	-17853.7	36	0
1	4153.27	-27679.1	35	0
1	4153.27	-30243.9	34	0
1	4153.27	-42745.4	34	0
1	4153.27	-36406.3	34	0
1	4153.27	-36763.1	32	0
1	84866.8	-191727	38	0
1	185421	-270224	40	0
1	240145	-273883	44	0
1	251940	-266527	46	0
1	244871	-159967	47	0
1	250749	-154365	49	0
1	296220	-255618	50	0
1	304067	-245495	50	0
1	288047	-247180	50	0
1	218358	-197377	48	0
1	164386	-112027	48	0
1	106990	-52783.4	44	0
1	80697.3	-25958.4	42	0
1	70257.2	-31346	40	0
1	41341.2	-36530.5	40	0
1	15370.5	-39570.5	39	0
1	7860.99	-37672.4	39	0
1	6337.56	-60541.3	38	0
1	5697.05	-57962.5	38	0
1	5235.91	-67089.6	37	0
1	4854.33	-59103.5	38	0
1	4509.77	-62863.9	39	0
1	4222.22	-48757.8	39	0
1	5907.2	-35079.6	40	0
1	100247	-239932	40	0
1	211510	-289809	41	0
1	257498	-285522	43	0
1	269167	-274140	45	0
1	253204	-173114	44	0
1	258803	-167715	46	0
1	270644	-268979	45	0
1	281659	-267868	42	0
1	260539	-275682	39	0
1	217635	-220465	39	0
1	169026	-140635	39	0
1	123064	-85964.1	40	0
1	90783.7	-53032.6	39	0
1	79885.8	-37160.6	40	0
1	46672.2	-38559	41	0
1	27616.8	-29396.6	42	0
1	12155.9	-35964.6	42	0
1	7913.21	-49003.5	42	0
1	7215.42	-54331.1	42	0
1	4060.44	-40177.1	41	0
1	6269.68	-55139.6	41	0
1	3235.25	-44551.1	40	0
1	5511.38	-43684	40	0
1	16302.1	-36737.1	40	0
1	116637	-224135	42	0
1	228897	-281099	44	0
1	268959	-279191	44	0
1	278158	-270885	43	0
1	268751	-168712	45	0
1	271016	-163278	47	0
1	326720	-259162	50	0
1	325141	-248776	50	0
1	339515	-248123	52	0
1	261008	-196908	52	0
1	180515	-119848	49	0
1	130404	-66127.3	48	0
1	93626.5	-26901.4	47	0
1	83670.6	-29713.7	47	0
1	42860.7	-39393.5	46	0
1	25674.7	-57891.8	46	0
1	10171.7	-50000.5	45	0
1	3087.48	-62083.9	42	0
1	2871.84	-79718.8	41	0
1	9915.97	-92564.6	39	0
1	8508.65	-84984.8	40	0
1	11228.1	-107036	39	0
1	11988.8	-104421	37	0
1	11093.7	-84690.5	39	0
1	53192.6	-128451	44	0
1	60177.1	-103263	49	0
1	58511.3	-79428.3	55	0
1	48771.6	-65349.1	58	0
1	56056.6	-53240.1	64	0
1	42519.1	-50254	65	0
0	0	0	67	0
1	30485	0	69	0
1	15310.7	-11230.5	70	0
1	10184.6	0	69	0
1	11668.8	-2452.4	69	0
1	0	-7355.48	63	0
1	0	-8864.04	58	0
1	0	-21096.3	57	0
1	0	-24694.9	57	0
1	0	-28456.5	56	0
1	0	-30671.8	55	0
1	0	-41324	54	0
1	0	-46068.8	51	0
1	0	-55742.8	51	0
1	7019.02	-58290.3	53	0
1	6798.24	-60365	54	0
1	0	-55591.1	51	0
1	0	-62044.3	49	0
1	17066.2	-119373	50	0
1	39038.3	-104263	57	0
1	35572.1	-72109.8	63	0
1	22968.4	-58240.8	64	0
1	12833	-53011.4	62	0
1	17490.1	-50073	62	0
1	4855.16	-13617.3	61	0
1	0	-8335.02	57	0
1	0	-20346.2	53	0
1	0	-73322.1	47	0
1	0	-109230	47	0
1	0	-139784	44	0
1	0	-159961	42	0
1	0	-142639	43	0
1	0	-132778	42	0
1	0	-113046	39	0
1	0	-96544.3	40	0
1	6566.95	-125738	43	0
1	4153.21	-155162	43	0
1	2076.64	-158730	42	0
1	6229.89	-156343	43	0
1	4153.27	-159266	43	0
1	4303.35	-88234.6	43	0
1	4204.6	-58129.5	43	0
1	44905.5	-275500	43	0
1	131851	-296372	44	0
1	175508	-282492	46	0
1	200402	-266349	48	0
1	203301	-160952	50	0
1	217610	-155170	52	0
1	291451	-245525	54	0
1	331892	-224884	56	0
1	296774	-221993	55	0
1	241783	-177170	55	0
1	156948	-99528.4	54	0
1	95867.6	-44917	53	0
1	67487.5	-14848.5	51	0
1	58710.9	-19262.8	49	0
1	29363.4	-31150.9	48	0
1	7144	-37725.7	47	0
1	2076.64	-40163.6	46	0
1	0	-42549.6	44	0
1	2083.6	-43560.1	43	0
1	2284.08	-75537.6	43	0
1	2076.64	-68839.7	42	0
1	4588.04	-101872	41	0
1	5401.62	-63382.5	41	0
1	2076.64	-40598.1	40	0
1	92851.4	-214109	44	0
1	190385	-267199	46	0
1	255934	-261236	49	0
1	301576	-248009	51	0
1	287035	-141983	54	0
1	304472	-138881	56	0
1	414025	-230576	59	0
1	439390	-208297	61	0
1	436152	-206919	62	0
1	349936	-160311	62	0
1	231926	-89258.5	63	0
1	141915	-21101.9	61	0
1	83296	-984.277	56	0
1	67523.2	-1368.41	50	0
1	34813.6	-3469.17	47	0
1	9849.52	-3046.89	45	0
1	5119.62	-2965.1	44	0
1	3606.02	-15058.9	43	0
1	5623.79	-21118.7	43	0
1	5139.77	-23401.9	43	0
1	0	-27007.9	41	0
1	6478.94	-31341.4	42	0
1	2076.64	-23341.6	41	0
1	13194.1	-18132.3	44	0
1	165095	-180717	52	0
1	367419	-238122	57	0
1	408892	-219051	59	0
1	447441	-211928	61	0
1	439076	-121818	67	0
1	469406	-116383	68	0
1	585596	-199085	70	0
1	610966	-177377	73	0
1	653024	-183267	76	0
1	546861	-142680	79	0
1	325853	-82939.6	83	0
1	182800	0	80	0
1	119274	0	76	0
1	101129	0	70	0
1	60479.9	0	71	0
1	16484.8	0	67	0
1	0	-9596.13	60	0
1	0	-2722.65	56	0
1	0	-4010.68	51	0
1	0	-11388.2	50	0
1	0	-6718.01	46	0
1	0	-11340.5	43	0
1	0	-10131.6	44	0
1	18128.3	-4192.7	44	0
1	162436	-163207	48	0
1	403973	-237798	54	0
1	455389	-219715	56	0
1	500184	-216211	58	0
1	437607	-124072	60	0
1	445294	-123176	61	0
1	557139	-215507	62	0
1	547629	-198223	61	0
1	531256	-206760	60	0
1	429282	-163285	59	0
1	284221	-89440.8	58	0
1	189348	-20363.1	55	0
1	112877	-635.131	51	0
1	97441.6	-1041.64	49	0
1	56888.5	-1870.93	43	0
1	36075.7	-2964.28	43	0
1	6383.7	-10913.6	38	0
1	9214.42	-1839.23	40	0
1	8464.15	-22277.4	37	0
1	7902.41	-17972.4	37	0
1	7417.03	-23538	36	0
1	6968.1	-31075.7	35	0
1	6559.33	-25382.3	34	0
1	21319.6	-7578.45	36	0
1	151931	-162401	40	0
1	317304	-245419	44	0
1	346504	-248456	46	0
1	366404	-246071	47	0
1	365641	-142756	50	0
1	396931	-136992	53	0
1	463049	-233850	54	0
1	481737	-223395	55	0
1	472914	-223485	56	0
1	377849	-173136	56	0
1	256838	-91936.6	56	0
1	180213	-23218.2	54	0
1	111220	-1904.01	52	0
1	86491	-2610.69	48	0
1	65651.8	-9902.87	47	0
1	23984.8	-11979	43	0
1	6183.59	-19501	39	0
1	9186.84	-28559.6	38	0
1	8254.45	-34204.7	34	0
1	7562.8	-26155	32	0
1	7064.2	-33320.2	32	0
1	6617.68	-36065.4	33	0
1	6148.92	-42653.3	33	0
1	5738.74	-32339.7	37	0
1	58730.7	-58061.8	41	0
1	75015.8	-58751.6	45	0
1	75030.4	-45184.1	50	0
1	65516.8	-38817.9	51	0
1	66452.8	-34843.2	53	0
1	58270.2	-34478.7	54	0
1	32134.1	-9290.11	55	0
1	26171	-901.313	57	0
1	22988.8	-918.332	58	0
1	10569.5	-2209.61	57	0
1	5859.33	-13989.6	51	0
1	0	-30650.7	47	0
1	0	-41917.4	43	0
1	0	-42573.2	40	0
1	0	-56554.9	37	0
1	0	-51830.3	35	0
1	2083.6	-50536.2	34	0
1	2682.7	-50201.6	34	0
1	4153.27	-47243.6	32	0
1	4153.27	-45403.2	30	0
1	4153.27	-44242.7	29	0
1	4153.27	-47229.5	28	0
1	4153.27	-46289.6	28	0
1	4153.27	-28409.2	32	0
1	22759	-52514.5	40	0
1	33104.1	-77877.2	43	0
1	33158.5	-64110.6	47	0
1	30801.6	-55237	50	0
1	32981.1	-49790.1	54	0
1	24916.3	-47672.7	55	0
1	17507	-16323.5	58	0
1	7685.04	-6067.18	59	0
1	7437.19	-5396.66	60	0
1	7156.7	-6297.16	61	0
1	0	-8411.2	59	0
1	2083.6	-9324.75	58	0
1	0	-19079.2	50	0
1	0	-35089.7	47	0
1	0	-52053.9	44	0
1	0	-54416.9	42	0
1	0	-61200.2	41	0
1	0	-57902.6	40	0
1	0	-66165.8	39	0
1	0	-65820.3	37	0
1	0	-54358.7	37	0
1	0	-63247.1	38	0
1	0	-54472.2	37	0
1	2083.6	-25987.7	40	0
1	71821.1	-207725	46	0
1	232319	-258241	53	0
1	358075	-234438	58	0
1	402183	-216042	61	0
1	332204	-125338	63	0
1	357277	-123892	65	0
1	497030	-209601	67	0
1	518258	-184921	68	0
1	525296	-188025	69	0
1	436083	-144637	70	0
1	257401	-85330.6	69	0
1	141323	-18415.2	67	0
1	77835	0	64	0
1	65097.5	-744.299	62	0
1	29488.5	-1650.75	60	0
1	13087.6	-2045.31	61	0
1	0	-3507.37	59	0
1	2083.6	-5218.75	58	0
1	2953.1	-11907.2	58	0
1	2076.64	-15207.6	57	0
1	3584.89	-16516.7	57	0
1	4153.27	-9531.82	57	0
1	0	-4641.4	54	0
1	8306.61	-2089.25	57	0
1	232013	-148467	62	0
1	585017	-202956	67	0
1	648866	-183714	69	0
1	612266	-180911	72	0
1	499424	-112638	73	0
1	541222	-109631	78	0
1	775644	-193169	80	0
1	732214	-177084	79	0
1	752975	-180807	80	0
1	508349	-142716	62	0
1	323882	-88145.8	61	0
1	170739	-18492.7	62	0
1	107876	0	61	0
1	91360.1	0	60	0
1	32454.5	-7883.9	48	0
1	19046.4	-4488.09	47	0
1	2815.17	-14587.6	44	0
1	3715.7	-20396.3	44	0
1	5780.13	-25308.3	44	0
1	5292.23	-21327.6	44	0
1	10180.3	-17457.2	46	0
1	0	-28473.3	42	0
1	2102.3	-17274.6	43	0
1	2676.51	-11500.7	42	0
1	129988	-175681	42	0
1	256650	-252255	42	0
1	299975	-251463	44	0
1	310169	-248357	44	0
1	291740	-149136	44	0
1	299651	-144691	44	0
1	328923	-244071	47	0
1	338622	-245587	46	0
1	320625	-245545	45	0
1	262418	-196045	45	0
1	195502	-111985	44	0
1	146484	-52497.7	44	0
1	101209	-21061.1	44	0
1	87168.9	-20839.6	44	0
1	60970.9	-26692.2	44	0
1	27876.8	-42313.8	43	0
1	9730.2	-38118	42	0
1	7979.3	-37062.6	42	0
1	7279.63	-42464.8	42	0
1	9415.02	-39686.5	43	0
1	6333.89	-37118.9	43	0
1	8587.84	-39644.3	44	0
1	8224.99	-30852.2	45	0
1	18413.1	-24528.4	45	0
1	136329	-193912	47	0
1	293018	-256420	49	0
1	430211	-249123	52	0
1	462710	-234026	55	0
1	487092	-129462	62	0
1	531362	-122764	71	0
1	722341	-194969	78	0
1	664871	-176780	78	0
1	697398	-181044	79	0
1	545963	-143100	77	0
1	314310	-84127.2	72	0
1	182037	-17375.2	72	0
1	111702	0	67	0
1	101666	0	67	0
1	55131.9	0	65	0
1	27483.6	0	66	0
1	5556.5	0	63	0
1	3556.51	-456.921	60	0
1	0	-4099.24	55	0
1	0	-14958.2	53	0
1	2955.68	-23885.7	51	0
1	2823.71	-25478.2	50	0
1	6323.05	-14948	50	0
1	18639.5	-6153.05	49	0
1	131813	-184911	43	0
1	274288	-258609	42	0
1	316008	-256446	42	0
1	336832	-248339	44	0
1	327287	-143443	44	0
1	326028	-142513	44	0
1	352282	-244265	45	0
1	362797	-247483	44	0
1	340248	-247375	42	0
1	298046	-194149	42	0
1	212112	-101440	41	0
1	163598	-41886.4	39	0
1	110269	-26472.9	37	0
1	92294	-37751.4	36	0
1	64744.2	-62860.2	35	0
1	32287.6	-71291.3	34	0
1	13538	-63188.1	34	0
1	9063.78	-78151.3	32	0
1	8133.01	-79454.4	33	0
1	7465.31	-87030.6	32	0
1	6935.29	-93882.3	32	0
1	6469.78	-106991	32	0
1	6037.42	-113874	32	0
1	11653.2	-120024	32	0
1	52310.6	-141348	32	0
1	54280.2	-121304	34	0
1	47253.2	-117051	34	0
1	43987.1	-108073	35	0
1	41167.3	-108070	36	0
